perc,TupleID,FalsePositive,modifiedtupleamt,cost,label
0.8,992.0,0.0,10.0,0.230140209,cost2
0.8,992.0,0.0,10.0,441.726685,cost3
0.8,640.0,0.0,8.0,0.0,cost1
0.8,640.0,0.0,8.0,0.178394169,cost2
0.8,640.0,0.0,8.0,376.318024,cost3
0.8,382.0,0.0,8.0,0.0,cost1
0.8,382.0,0.0,8.0,0.178394169,cost2
0.8,382.0,0.0,8.0,376.318024,cost3
0.8,868.0,0.0,2.0,0.0,cost1
0.8,868.0,0.0,2.0,0.181818187,cost2
0.8,868.0,0.0,2.0,747.242249,cost3
0.8,515.0,0.0,27.0,0.0,cost1
0.8,515.0,0.0,27.0,0.691673994,cost2
0.8,515.0,0.0,27.0,1423.51782,cost3
0.8,578.0,0.0,6.0,0.0,cost1
0.8,578.0,0.0,6.0,0.128394172,cost2
0.8,578.0,0.0,6.0,213.743118,cost3
0.8,258.0,0.0,2.0,0.0,cost1
0.8,258.0,0.0,2.0,0.181818187,cost2
0.8,258.0,0.0,2.0,747.242249,cost3
0.8,513.0,0.0,56.0,0.0,cost1
0.8,513.0,0.0,56.0,2.59877658,cost2
0.8,513.0,0.0,56.0,6957.78906,cost3
0.8,865.0,0.0,33.0,0.0,cost1
0.8,865.0,0.0,33.0,0.867607117,cost2
0.8,865.0,0.0,33.0,1716.34509,cost3
0.8,221.0,0.0,2.0,0.0,cost1
0.8,221.0,0.0,2.0,0.181818187,cost2
0.8,221.0,0.0,2.0,747.242249,cost3
0.8,572.0,0.0,40.0,0.0,cost1
0.8,572.0,0.0,40.0,1.19618595,cost2
0.8,572.0,0.0,40.0,3040.20532,cost3
0.8,49.0,0.0,44.0,0.0,cost1
0.8,49.0,0.0,44.0,1.44527018,cost2
0.8,49.0,0.0,44.0,3416.44678,cost3
0.8,765.0,0.0,48.0,0.0,cost1
0.8,765.0,0.0,48.0,1.70216131,cost2
0.8,765.0,0.0,48.0,4663.06445,cost3
0.8,77.0,0.0,33.0,0.0,cost1
0.8,77.0,0.0,33.0,0.867607117,cost2
0.8,77.0,0.0,33.0,1716.34509,cost3
0.8,186.0,0.0,29.0,0.0,cost1
0.8,186.0,0.0,29.0,0.738791466,cost2
0.8,186.0,0.0,29.0,1471.49646,cost3
0.8,730.0,0.0,4.0,0.0,cost1
0.8,730.0,0.0,4.0,0.0808005929,cost2
0.8,730.0,0.0,4.0,138.670776,cost3
0.8,474.0,0.0,2.0,0.0,cost1
0.8,474.0,0.0,2.0,0.181818187,cost2
0.8,474.0,0.0,2.0,747.242249,cost3
0.8,153.0,0.0,10.0,0.0,cost1
0.8,153.0,0.0,10.0,0.230140209,cost2
0.8,153.0,0.0,10.0,441.726685,cost3
0.8,10.0,0.0,17.0,0.0,cost1
0.8,10.0,0.0,17.0,0.416736633,cost2
0.8,10.0,0.0,17.0,875.864258,cost3
0.8,183.0,0.0,2.0,0.0,cost1
0.8,183.0,0.0,2.0,0.181818187,cost2
0.8,183.0,0.0,2.0,747.242249,cost3
0.8,604.0,0.0,53.0,0.0,cost1
0.8,604.0,0.0,53.0,2.13091946,cost2
0.8,604.0,0.0,53.0,6326.2998,cost3
0.8,347.0,0.0,37.0,0.0,cost1
0.8,347.0,0.0,37.0,1.03780079,cost2
0.8,347.0,0.0,37.0,2420.70044,cost3
0.8,922.0,0.0,53.0,0.0,cost1
0.8,922.0,0.0,53.0,2.13091946,cost2
0.8,922.0,0.0,53.0,6326.2998,cost3
0.8,660.0,0.0,6.0,0.0,cost1
0.8,660.0,0.0,6.0,0.128394172,cost2
0.8,660.0,0.0,6.0,213.743118,cost3
0.8,826.0,0.0,28.0,0.0,cost1
0.8,826.0,0.0,28.0,0.714401245,cost2
0.8,826.0,0.0,28.0,1440.03833,cost3
0.8,371.0,0.0,30.0,0.0,cost1
0.8,371.0,0.0,30.0,0.76443249,cost2
0.8,371.0,0.0,30.0,1521.45374,cost3
0.8,505.0,0.0,37.0,0.0,cost1
0.8,505.0,0.0,37.0,1.03780079,cost2
0.8,505.0,0.0,37.0,2420.70044,cost3
0.8,568.0,0.0,29.0,0.0,cost1
0.8,568.0,0.0,29.0,0.738791466,cost2
0.8,568.0,0.0,29.0,1471.49646,cost3
0.8,215.0,0.0,37.0,0.0,cost1
0.8,215.0,0.0,37.0,1.03780079,cost2
0.8,215.0,0.0,37.0,2420.70044,cost3
0.8,245.0,0.0,35.0,0.0,cost1
0.8,245.0,0.0,35.0,0.951488674,cost2
0.8,245.0,0.0,35.0,2262.51733,cost3
0.8,276.0,0.0,53.0,0.0,cost1
0.8,276.0,0.0,53.0,2.13091946,cost2
0.8,276.0,0.0,53.0,6326.2998,cost3
0.8,884.0,0.0,58.0,0.0,cost1
0.8,884.0,0.0,58.0,3.05115747,cost2
0.8,884.0,0.0,58.0,18864.2949,cost3
0.8,210.0,0.0,10.0,0.0,cost1
0.8,210.0,0.0,10.0,0.230140209,cost2
0.8,210.0,0.0,10.0,441.726685,cost3
0.8,469.0,0.0,14.0,0.0,cost1
0.8,469.0,0.0,14.0,0.339360058,cost2
0.8,469.0,0.0,14.0,683.804688,cost3
0.8,39.0,0.0,108.0,0.0,cost1
0.8,39.0,0.0,108.0,39.9318199,cost2
0.8,39.0,0.0,108.0,413315.219,cost3
0.8,69.0,0.0,108.0,0.0,cost1
0.8,69.0,0.0,108.0,39.9318199,cost2
0.8,69.0,0.0,108.0,413315.219,cost3
0.8,113.0,0.0,47.0,0.0,cost1
0.8,113.0,0.0,47.0,1.64333785,cost2
0.8,113.0,0.0,47.0,3737.05493,cost3
0.8,784.0,0.0,33.0,0.0,cost1
0.8,784.0,0.0,33.0,0.867607117,cost2
0.8,784.0,0.0,33.0,1716.34509,cost3
0.8,65.0,0.0,55.0,0.0,cost1
0.8,65.0,0.0,55.0,2.4559195,cost2
0.8,65.0,0.0,55.0,6889.20557,cost3
0.8,750.0,0.0,30.0,0.0,cost1
0.8,750.0,0.0,30.0,0.76443249,cost2
0.8,750.0,0.0,30.0,1521.45374,cost3
0.8,307.0,0.0,44.0,0.0,cost1
0.8,307.0,0.0,44.0,1.44527018,cost2
0.8,307.0,0.0,44.0,3416.44678,cost3
0.8,397.0,0.0,28.0,0.0,cost1
0.8,397.0,0.0,28.0,0.714401245,cost2
0.8,397.0,0.0,28.0,1440.03833,cost3
0.8,332.0,0.0,53.0,0.0,cost1
0.8,332.0,0.0,53.0,2.13091946,cost2
0.8,332.0,0.0,53.0,6326.2998,cost3
0.8,651.0,0.0,37.0,0.0,cost1
0.8,651.0,0.0,37.0,1.03780079,cost2
0.8,651.0,0.0,37.0,2420.70044,cost3
0.8,877.0,0.0,4.0,0.0,cost1
0.8,877.0,0.0,4.0,0.0808005929,cost2
0.8,877.0,0.0,4.0,138.670776,cost3
0.8,556.0,0.0,44.0,0.0,cost1
0.8,556.0,0.0,44.0,1.44527018,cost2
0.8,556.0,0.0,44.0,3416.44678,cost3
0.8,522.0,1.0,589.0,1.0,cost1
0.8,522.0,1.0,589.0,400.301147,cost2
0.8,522.0,1.0,589.0,11969738.0,cost3
0.8,467.0,1.0,665.0,1.0,cost1
0.8,467.0,1.0,665.0,422.801147,cost2
0.8,467.0,1.0,665.0,11011566.0,cost3
0.8,848.0,1.0,579.0,1.0,cost1
0.8,848.0,1.0,579.0,293.801147,cost2
0.8,848.0,1.0,579.0,5853494.5,cost3
0.4,260.0,0.0,7.0,0.0,cost1
0.4,260.0,0.0,7.0,0.988636374,cost2
0.4,260.0,0.0,7.0,7749.07373,cost3
0.4,153.0,0.0,19.0,0.0,cost1
0.4,153.0,0.0,19.0,0.772687376,cost2
0.4,153.0,0.0,19.0,1849.99573,cost3
0.4,183.0,0.0,7.0,0.0,cost1
0.4,183.0,0.0,7.0,0.988636374,cost2
0.4,183.0,0.0,7.0,7749.07373,cost3
0.4,604.0,0.0,112.0,0.0,cost1
0.4,604.0,0.0,112.0,7.97600269,cost2
0.4,604.0,0.0,112.0,32257.3477,cost3
0.4,39.0,0.0,166.0,0.0,cost1
0.4,39.0,0.0,166.0,93.7386398,cost2
0.4,39.0,0.0,166.0,1725210.88,cost3
0.4,69.0,0.0,166.0,0.0,cost1
0.4,69.0,0.0,166.0,93.7386398,cost2
0.4,69.0,0.0,166.0,1725210.88,cost3
0.4,215.0,0.0,74.0,0.0,cost1
0.4,215.0,0.0,74.0,3.8126297,cost2
0.4,215.0,0.0,74.0,11188.877,cost3
0.4,660.0,0.0,10.0,0.0,cost1
0.4,660.0,0.0,10.0,0.379109085,cost2
0.4,660.0,0.0,10.0,646.280945,cost3
0.4,245.0,0.0,70.0,0.0,cost1
0.4,245.0,0.0,70.0,3.52417541,cost2
0.4,245.0,0.0,70.0,10632.6953,cost3
0.4,65.0,0.0,118.0,0.0,cost1
0.4,65.0,0.0,118.0,9.06171703,cost2
0.4,65.0,0.0,118.0,38402.0078,cost3
0.4,474.0,0.0,7.0,0.0,cost1
0.4,474.0,0.0,7.0,0.988636374,cost2
0.4,474.0,0.0,7.0,7749.07373,cost3
0.4,133.0,0.0,7.0,0.0,cost1
0.4,133.0,0.0,7.0,0.988636374,cost2
0.4,133.0,0.0,7.0,7749.07373,cost3
0.4,164.0,0.0,77.0,0.0,cost1
0.4,164.0,0.0,77.0,4.07137108,cost2
0.4,164.0,0.0,77.0,12275.0596,cost3
0.4,678.0,0.0,124.0,0.0,cost1
0.4,678.0,0.0,124.0,10.6093359,cost2
0.4,678.0,0.0,124.0,63398.3945,cost3
0.4,258.0,0.0,7.0,0.0,cost1
0.4,258.0,0.0,7.0,0.988636374,cost2
0.4,258.0,0.0,7.0,7749.07373,cost3
0.4,568.0,0.0,54.0,0.0,cost1
0.4,568.0,0.0,54.0,2.49473953,cost2
0.4,568.0,0.0,54.0,5589.34131,cost3
0.4,877.0,0.0,7.0,0.0,cost1
0.4,877.0,0.0,7.0,0.258627802,cost2
0.4,877.0,0.0,7.0,456.238281,cost3
0.4,505.0,0.0,75.0,0.0,cost1
0.4,505.0,0.0,75.0,3.88955283,cost2
0.4,505.0,0.0,75.0,11355.2598,cost3
0.4,640.0,0.0,15.0,0.0,cost1
0.4,640.0,0.0,15.0,0.594159245,cost2
0.4,640.0,0.0,15.0,1545.84106,cost3
0.4,874.0,0.0,114.0,0.0,cost1
0.4,874.0,0.0,114.0,8.22600269,cost2
0.4,874.0,0.0,114.0,36935.543,cost3
0.4,221.0,0.0,7.0,0.0,cost1
0.4,221.0,0.0,7.0,0.988636374,cost2
0.4,221.0,0.0,7.0,7749.07373,cost3
0.4,969.0,0.0,126.0,0.0,cost1
0.4,969.0,0.0,126.0,11.3593359,cost2
0.4,969.0,0.0,126.0,73144.6953,cost3
0.4,113.0,0.0,98.0,0.0,cost1
0.4,113.0,0.0,98.0,6.22632933,cost2
0.4,113.0,0.0,98.0,21905.2598,cost3
0.4,730.0,0.0,7.0,0.0,cost1
0.4,730.0,0.0,7.0,0.258627802,cost2
0.4,730.0,0.0,7.0,456.238281,cost3
0.4,963.0,0.0,51.0,0.0,cost1
0.4,963.0,0.0,51.0,2.32831216,cost2
0.4,963.0,0.0,51.0,5328.22119,cost3
0.4,826.0,0.0,50.0,0.0,cost1
0.4,826.0,0.0,50.0,2.27275658,cost2
0.4,826.0,0.0,50.0,5284.66309,cost3
0.4,578.0,0.0,10.0,0.0,cost1
0.4,578.0,0.0,10.0,0.379109085,cost2
0.4,578.0,0.0,10.0,646.280945,cost3
0.4,515.0,0.0,48.0,0.0,cost1
0.4,515.0,0.0,48.0,2.17467046,cost2
0.4,515.0,0.0,48.0,5180.38818,cost3
0.4,992.0,0.0,19.0,0.0,cost1
0.4,992.0,0.0,19.0,0.772687376,cost2
0.4,992.0,0.0,19.0,1849.99573,cost3
0.4,25.0,0.0,75.0,0.0,cost1
0.4,25.0,0.0,75.0,3.88955283,cost2
0.4,25.0,0.0,75.0,11355.2598,cost3
0.4,371.0,0.0,58.0,0.0,cost1
0.4,371.0,0.0,58.0,2.7335217,cost2
0.4,371.0,0.0,58.0,6482.83691,cost3
0.4,884.0,0.0,124.0,0.0,cost1
0.4,884.0,0.0,124.0,10.6093359,cost2
0.4,884.0,0.0,124.0,63398.3945,cost3
0.4,522.0,1.0,921.0,1.0,cost1
0.4,522.0,1.0,921.0,805.359314,cost2
0.4,522.0,1.0,921.0,23968394.0,cost3
0.4,848.0,1.0,906.0,1.0,cost1
0.4,848.0,1.0,906.0,592.359314,cost2
0.4,848.0,1.0,906.0,11735908.0,cost3
0.4,467.0,1.0,1035.0,1.0,cost1
0.4,467.0,1.0,1035.0,850.359314,cost2
0.4,467.0,1.0,1035.0,22052050.0,cost3
0.2,153.0,0.0,33.0,0.0,cost1
0.2,153.0,0.0,33.0,2.37017965,cost2
0.2,153.0,0.0,33.0,11889.5742,cost3
0.2,39.0,0.0,227.0,0.0,cost1
0.2,39.0,0.0,227.0,175.645462,cost2
0.2,39.0,0.0,227.0,4088130.25,cost3
0.2,69.0,0.0,227.0,0.0,cost1
0.2,69.0,0.0,227.0,175.645462,cost2
0.2,69.0,0.0,227.0,4088130.25,cost3
0.2,215.0,0.0,119.0,0.0,cost1
0.2,215.0,0.0,119.0,10.4949293,cost2
0.2,215.0,0.0,119.0,53748.4766,cost3
0.2,245.0,0.0,113.0,0.0,cost1
0.2,245.0,0.0,113.0,9.78211021,cost2
0.2,245.0,0.0,113.0,49873.1602,cost3
0.2,474.0,0.0,15.0,0.0,cost1
0.2,474.0,0.0,15.0,3.39545465,cost2
0.2,474.0,0.0,15.0,35926.207,cost3
0.2,133.0,0.0,15.0,0.0,cost1
0.2,133.0,0.0,15.0,3.39545465,cost2
0.2,133.0,0.0,15.0,35926.207,cost3
0.2,164.0,0.0,126.0,0.0,cost1
0.2,164.0,0.0,126.0,11.5481262,cost2
0.2,164.0,0.0,126.0,60427.9766,cost3
0.2,678.0,0.0,202.0,0.0,cost1
0.2,678.0,0.0,202.0,28.3940315,cost2
0.2,678.0,0.0,202.0,222512.781,cost3
0.2,568.0,0.0,86.0,0.0,cost1
0.2,568.0,0.0,86.0,6.83593607,cost2
0.2,568.0,0.0,86.0,30799.0039,cost3
0.2,505.0,0.0,122.0,0.0,cost1
0.2,505.0,0.0,122.0,10.8987751,cost2
0.2,505.0,0.0,122.0,56822.6289,cost3
0.2,874.0,0.0,185.0,0.0,cost1
0.2,874.0,0.0,185.0,22.7976036,cost2
0.2,874.0,0.0,185.0,157786.688,cost3
0.2,221.0,0.0,15.0,0.0,cost1
0.2,221.0,0.0,15.0,3.39545465,cost2
0.2,221.0,0.0,15.0,35926.207,cost3
0.2,113.0,0.0,158.0,0.0,cost1
0.2,113.0,0.0,158.0,17.0858383,cost2
0.2,113.0,0.0,158.0,97888.0156,cost3
0.2,730.0,0.0,11.0,0.0,cost1
0.2,730.0,0.0,11.0,0.72216928,cost2
0.2,730.0,0.0,11.0,2883.35156,cost3
0.2,826.0,0.0,78.0,0.0,cost1
0.2,826.0,0.0,78.0,6.05272341,cost2
0.2,826.0,0.0,78.0,28051.0059,cost3
0.2,522.0,1.0,1266.0,1.0,cost1
0.2,522.0,1.0,1266.0,1353.64404,cost2
0.2,522.0,1.0,1266.0,40077220.0,cost3
0.2,848.0,1.0,1246.0,1.0,cost1
0.2,848.0,1.0,1246.0,998.644043,cost2
0.2,848.0,1.0,1246.0,19689740.0,cost3
0.2,467.0,1.0,1418.0,1.0,cost1
0.2,467.0,1.0,1418.0,1428.64404,cost2
0.2,467.0,1.0,1418.0,36883312.0,cost3
