id,complaintperc,solver,cardinality,logsize,dbsize,badcomplaints,remaincomplaints,fixedrate,noiserate,badqueryindex,fixedqueryindex,origclausesize,fixedclausesize,preptime,solvetime,finishtime,totaltime
763,1,dt,1,20,500,290,0,1,0,12,12,1,1,1072000,573000,342000,1987000
764,1,dt,1,20,500,153,2,0.986928,0,13,13,1,1,952000,524000,269000,1745000
765,1,dt,1,20,500,378,378,0,0,6,12,1,1,4578000,3090000,1444000,9112000
766,1,dt,1,20,500,79,0,1,0,12,12,1,1,764000,485000,211000,1460000
767,1,dt,1,20,500,46,0,1,0,12,12,1,1,785000,597000,228000,1610000
768,1,dt,1,20,500,2,2,0,0,6,-1,-1,-1,192550000,4896000,1199000,198645000
769,1,dt,1,20,500,17,0,1,0,10,10,1,1,1014000,576000,181000,1771000
770,1,dt,1,20,500,94,0,1,0,13,13,1,1,1167000,502000,179000,1848000
771,1,dt,1,20,500,18,0,1,0,12,12,1,1,905000,488000,225000,1618000
772,1,dt,1,20,500,5,0,1,0,6,6,1,1,1179000,579000,202000,1960000
773,1,dt,1,20,500,94,19,0.797872,0,12,12,1,1,1066000,491000,289000,1846000
774,1,dt,1,20,500,143,0,1,0,11,11,1,1,1197000,564000,240000,2001000
775,1,dt,1,20,500,250,0,1,0,13,13,1,1,976000,439000,177000,1592000
776,1,dt,1,20,500,434,0,1,0,6,6,1,1,1077000,486000,176000,1739000
777,1,dt,1,20,500,2,0,1,0,6,6,1,1,968000,577000,177000,1722000
778,1,dt,1,20,500,6,0,1,0,6,6,1,1,1011000,607000,219000,1837000
779,1,dt,1,20,500,165,0,1,0,7,7,1,1,806000,511000,179000,1496000
780,1,dt,1,20,1000,262,0,1,0,11,11,1,1,1597000,779000,200000,2576000
781,1,dt,1,20,1000,41,0,1,0,12,12,1,1,1558000,1007000,251000,2816000
782,1,dt,1,20,1000,10,2,0.8,0,6,6,1,1,2574000,35148000,247000,37969000
783,1,dt,1,20,1000,156,0,1,0,7,7,1,1,1085000,663000,180000,1928000
784,1,dt,1,20,1000,1000,1000,0,0,8,9,1,1,2653000,1535000,298000,4486000
785,1,dt,1,20,1000,81,0,1,0,9,9,1,1,1384000,895000,272000,2551000
786,1,dt,1,20,1000,90,0,1,0,13,13,1,1,1765000,907000,229000,2901000
787,1,dt,1,20,1000,73,0,1,0,10,10,1,1,1412000,696000,292000,2400000
788,1,dt,1,20,1000,20,0,1,0,9,9,1,1,1339000,808000,330000,2477000
789,1,dt,1,20,1000,77,0,1,0,13,13,1,1,1420000,997000,289000,2706000
790,1,dt,1,20,1000,172,0,1,0,9,9,1,1,1568000,670000,211000,2449000
791,1,dt,1,20,1000,12,0,1,0,6,6,1,1,1492000,692000,192000,2376000
792,1,dt,1,20,1000,120,0,1,0,6,6,1,1,1424000,907000,189000,2520000
793,1,dt,1,20,1000,176,176,0,0,12,15,1,1,3821000,2566000,658000,7045000
794,1,dt,1,20,1000,2,2,0,0,6,9,1,1,5653000,3640000,220000,9513000
795,1,dt,1,20,1000,441,0,1,0,12,12,1,1,1526000,728000,152000,2406000
796,1,dt,1,20,1000,261,0,1,0,12,12,1,1,1380000,664000,150000,2194000
797,1,dt,1,20,1000,8,8,0,0,6,11,1,1,18754000,3538000,1001000,23293000
798,1,dt,1,20,1000,1,0,1,0,9,9,1,1,1712000,931000,182000,2825000
799,1,dt,1,20,1000,123,139,0,0.130081,9,15,1,1,10118000,4656000,1006000,15780000
800,1,dt,1,20,5000,112,0,1,0,10,10,1,1,6144000,3634000,157000,9935000
801,1,dt,1,20,5000,186,0,1,0,9,9,1,1,4857000,2515000,158000,7530000
802,1,dt,1,20,5000,928,0,1,0,11,11,1,1,4963000,3520000,211000,8694000
803,1,dt,1,20,5000,804,0,1,0,6,6,1,1,5358000,3324000,161000,8843000
804,1,dt,1,20,5000,410,0,1,0,11,11,1,1,5075000,2489000,197000,7761000
805,1,dt,1,20,5000,8,0,1,0,10,10,1,1,6618000,3292000,195000,10105000
806,1,dt,1,20,5000,175,0,1,0,8,8,1,1,5066000,2271000,158000,7495000
807,1,dt,1,20,5000,256,0,1,0,7,7,1,1,5616000,2491000,159000,8266000
808,1,dt,1,20,5000,455,0,1,0,7,7,1,1,5164000,3578000,172000,8914000
809,1,dt,1,20,5000,1105,0,1,0,12,12,1,1,6154000,2477000,161000,8792000
810,1,dt,1,20,5000,112,0,1,0,11,11,1,1,5217000,2322000,160000,7699000
811,1,dt,1,20,5000,1514,0,1,0,7,7,1,1,5167000,2433000,158000,7758000
812,1,dt,1,20,5000,451,0,1,0,10,10,1,1,5558000,3477000,164000,9199000
813,1,dt,1,20,5000,6,0,1,0,11,11,1,1,6640000,3390000,186000,10216000
814,1,dt,1,20,5000,4094,0,1,0,8,8,1,1,5865000,3672000,159000,9696000
815,1,dt,1,20,5000,7,0,1,0,11,11,1,1,6289000,3339000,187000,9815000
816,1,dt,1,20,5000,161,161,0,0,10,-1,-1,-1,79895000,35204000,1433000,116532000
817,1,dt,1,20,5000,982,0,1,0,10,10,1,1,5055000,3536000,224000,8815000
818,1,dt,1,20,5000,835,0,1,0,13,13,1,1,4952000,2173000,161000,7286000
819,1,dt,1,20,5000,3076,0,1,0,8,8,1,1,4888000,2553000,158000,7599000
820,1,dt,1,20,10000,1359,0,1,0,13,13,1,1,9961000,4645000,169000,14775000
821,1,dt,1,20,10000,2946,0,1,0,12,12,1,1,9617000,4533000,167000,14317000
822,1,dt,1,20,10000,2100,0,1,0,13,13,1,1,12183000,4917000,167000,17267000
823,1,dt,1,20,10000,3393,0,1,0,13,13,1,1,9884000,4553000,171000,14608000
824,1,dt,1,20,10000,8,0,1,0,12,12,1,1,13071000,7074000,196000,20341000
825,1,dt,1,20,10000,3182,0,1,0,6,6,1,1,9666000,4574000,268000,14508000
826,1,dt,1,20,10000,6229,0,1,0,10,10,1,1,9320000,5846000,251000,15417000
827,1,dt,1,20,10000,627,0,1,0,7,7,1,1,10227000,10244000,262000,20733000
828,1,dt,1,20,10000,1055,0,1,0,10,10,1,1,10123000,7196000,168000,17487000
829,1,dt,1,20,10000,4,0,1,0,12,12,1,1,13252000,6295000,282000,19829000
830,1,dt,1,20,10000,3357,0,1,0,10,10,1,1,9694000,4476000,192000,14362000
831,1,dt,1,20,10000,1305,0,1,0,8,8,1,1,10828000,5340000,189000,16357000
832,1,dt,1,20,10000,3240,0,1,0,11,11,1,1,9477000,5257000,209000,14943000
833,1,dt,1,20,10000,7954,0,1,0,13,13,1,1,9164000,5293000,240000,14697000
834,1,dt,1,20,10000,1926,0,1,0,6,6,1,1,9287000,5202000,245000,14734000
835,1,dt,1,20,10000,5774,0,1,0,13,13,1,1,11082000,5026000,170000,16278000
836,1,dt,1,20,10000,2,0,1,0,9,9,1,1,13254000,6521000,256000,20031000
837,1,dt,1,20,10000,180,0,1,0,7,7,1,1,9514000,6000000,238000,15752000
838,1,dt,1,20,10000,2129,0,1,0,7,7,1,1,10821000,7331000,243000,18395000
839,1,dt,1,20,10000,7,7,0,0,13,19,1,1,298810000,30123000,954000,329887000
840,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,2093000,783000,240000,3116000
841,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,1046000,337000,105000,1488000
842,1,dt,5,5,100,5,5,0,0,1,-1,-1,-1,2205000,858000,230000,3293000
843,1,dt,5,5,100,6,1,0.833333,0,2,2,5,5,1042000,450000,159000,1651000
844,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,763000,325000,98000,1186000
845,1,dt,5,5,100,4,4,0,0,2,-1,-1,-1,1503000,599000,277000,2379000
846,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,2596000,881000,299000,3776000
847,1,dt,5,5,100,3,0,1,0,2,2,5,5,986000,495000,230000,1711000
848,1,dt,5,5,100,3,3,0,0,2,-1,-1,-1,2128000,635000,160000,2923000
849,1,dt,5,5,100,1,1,0,0,1,-1,-1,-1,2678000,814000,236000,3728000
850,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,908000,323000,92000,1323000
851,1,dt,5,5,100,2,2,0,0,2,-1,-1,-1,2661000,1354000,276000,4291000
852,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,1656000,1207000,232000,3095000
853,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,1467000,635000,206000,2308000
854,1,dt,5,5,100,4,0,1,0,1,1,5,5,741000,441000,184000,1366000
855,1,dt,5,5,100,1,1,0,0,1,-1,-1,-1,2373000,1522000,236000,4131000
856,1,dt,5,5,100,1,1,0,0,1,-1,-1,-1,2477000,1742000,269000,4488000
857,1,dt,5,5,100,2,2,0,0,2,-1,-1,-1,1664000,606000,160000,2430000
858,1,dt,5,5,100,1,1,0,0,2,-1,-1,-1,2433000,848000,302000,3583000
859,1,dt,5,5,100,1,1,0,0,1,-1,-1,-1,2102000,896000,232000,3230000
860,1,dt,5,5,500,21,0,1,0,2,2,5,5,2432000,1319000,177000,3928000
861,1,dt,5,5,500,1,1,0,0,1,-1,-1,-1,7894000,2064000,313000,10271000
862,1,dt,5,5,500,1,1,0,0,1,2,5,5,2366000,1256000,182000,3804000
863,1,dt,5,5,500,19,0,1,0,2,2,5,5,2471000,1232000,150000,3853000
864,1,dt,5,5,500,93,0,1,0,2,2,5,5,2623000,1433000,166000,4222000
865,1,dt,5,5,500,41,0,1,0,2,2,5,5,2394000,1220000,167000,3781000
866,1,dt,5,5,500,2,2,0,0,1,-1,-1,-1,9963000,2817000,375000,13155000
867,1,dt,5,5,500,1,1,0,0,1,-1,-1,-1,7502000,2020000,272000,9794000
868,1,dt,5,5,500,5,0,1,0,1,1,5,5,2345000,1092000,167000,3604000
869,1,dt,5,5,500,28,28,0,0,2,-1,-1,-1,7645000,1958000,286000,9889000
870,1,dt,5,5,500,1,1,0,0,1,2,5,5,4535000,1731000,247000,6513000
871,1,dt,5,5,500,5,2,0.8,0.2,1,1,5,5,2538000,1063000,163000,3764000
872,1,dt,5,5,500,32,0,1,0,1,1,5,5,2383000,1598000,212000,4193000
873,1,dt,5,5,500,3,1,0.666667,0,1,1,5,5,2462000,943000,167000,3572000
874,1,dt,5,5,500,1,1,0,0,1,-1,-1,-1,10518000,2855000,403000,13776000
875,1,dt,5,5,500,11,0,1,0,2,2,5,5,2464000,1141000,151000,3756000
876,1,dt,5,5,500,2,2,0,0,1,-1,-1,-1,4939000,1272000,236000,6447000
877,1,dt,5,5,500,1,1,0,0,1,4,5,5,7495000,2602000,421000,10518000
878,1,dt,5,5,500,1,2,0,1,1,2,5,5,5083000,1887000,253000,7223000
879,1,dt,5,5,500,11,0,1,0,2,2,5,5,2254000,1223000,199000,3676000
880,1,dt,5,5,1000,4,4,0,0,2,-1,-1,-1,13837000,3555000,354000,17746000
881,1,dt,5,5,1000,1,1,0,0,1,4,5,5,9688000,14734000,338000,24760000
882,1,dt,5,5,1000,11,11,0,0,2,-1,-1,-1,13869000,15327000,335000,29531000
883,1,dt,5,5,1000,3,3,0,0,1,-1,-1,-1,14800000,17853000,291000,32944000
884,1,dt,5,5,1000,5,5,0,0,1,-1,-1,-1,19379000,15938000,375000,35692000
885,1,dt,5,5,1000,25,4,0.84,0,2,2,5,5,4394000,2193000,256000,6843000
886,1,dt,5,5,1000,1,1,0,0,1,-1,-1,-1,25935000,9435000,551000,35921000
887,1,dt,5,5,1000,62,0,1,0,2,2,5,5,4778000,2233000,227000,7238000
888,1,dt,5,5,1000,18,0,1,0,1,1,5,5,4288000,1989000,181000,6458000
889,1,dt,5,5,1000,1,1,0,0,1,-1,-1,-1,26429000,3033000,296000,29758000
890,1,dt,5,5,1000,1,1,0,0,2,3,5,5,4836000,1930000,152000,6918000
891,1,dt,5,5,1000,1,1,0,0,1,3,5,5,14225000,4195000,378000,18798000
892,1,dt,5,5,1000,37,0,1,0,2,2,5,5,4545000,2016000,155000,6716000
893,1,dt,5,5,1000,3,3,0,0,1,-1,-1,-1,19135000,18778000,354000,38267000
894,1,dt,5,5,1000,1,1,0,0,1,-1,-1,-1,17756000,11501000,399000,29656000
895,1,dt,5,5,1000,1,1,0,0,2,-1,-1,-1,14472000,4599000,284000,19355000
896,1,dt,5,5,1000,6,1,1,0.166667,1,1,5,5,4640000,2010000,189000,6839000
897,1,dt,5,5,1000,1,1,0,0,2,-1,-1,-1,13836000,3329000,286000,17451000
898,1,dt,5,5,1000,82,82,0,0,1,-1,-1,-1,205349000,4414000,380000,210143000
899,1,dt,5,5,1000,5,2,1,0.4,2,2,5,5,4649000,2067000,296000,7012000
900,1,dt,5,5,5000,285,285,0,0,1,-1,-1,-1,67711000,11401000,289000,79401000
901,1,dt,5,5,5000,1,1,0,0,1,2,5,5,44117000,12175000,266000,56558000
902,1,dt,5,5,5000,1,1,0,0,2,3,5,5,46452000,15975000,295000,62722000
903,1,dt,5,5,5000,2,2,0,0,2,-1,-1,-1,44454000,7850000,201000,52505000
904,1,dt,5,5,5000,80,0,1,0,2,2,5,5,20444000,9352000,241000,30037000
905,1,dt,5,5,5000,54,54,0,0,2,-1,-1,-1,22196000,3798000,130000,26124000
906,1,dt,5,5,5000,1,1,0,0,1,-1,-1,-1,68128000,10758000,323000,79209000
907,1,dt,5,5,5000,1,1,0,0,1,-1,-1,-1,68867000,11483000,316000,80666000
908,1,dt,5,5,5000,107,0,1,0,2,2,5,5,21743000,8969000,172000,30884000
909,1,dt,5,5,5000,71,75,0,0.056338,2,2,5,5,21730000,8749000,886000,31365000
910,1,dt,5,5,5000,24,24,0,0,1,-1,-1,-1,45805000,7100000,214000,53119000
911,1,dt,5,5,5000,1,1,0,0,1,-1,-1,-1,65651000,10551000,290000,76492000
912,1,dt,5,5,5000,1,1,0,0,2,-1,-1,-1,67415000,10968000,319000,78702000
913,1,dt,5,5,5000,3,0,1,0,2,2,5,5,19686000,8845000,187000,28718000
914,1,dt,5,5,5000,38,0,1,0,2,2,5,5,21342000,8194000,174000,29710000
915,1,dt,5,5,5000,15,15,0,0,2,-1,-1,-1,65703000,10668000,277000,76648000
916,1,dt,5,5,5000,39,0,1,0,1,1,5,5,21202000,8676000,185000,30063000
917,1,dt,5,5,5000,138,0,1,0,2,2,5,5,20194000,8369000,188000,28751000
918,1,dt,5,5,5000,1,1,0,0,1,4,5,5,66208000,15436000,406000,82050000
919,1,dt,5,5,5000,1,1,0,0,2,-1,-1,-1,66699000,10712000,304000,77715000
920,1,dt,5,5,10000,2,2,0,0,1,-1,-1,-1,91364000,14848000,204000,106416000
921,1,dt,5,5,10000,16,16,0,0,1,-1,-1,-1,270840000,28788000,454000,300082000
922,1,dt,5,5,10000,1,1,0,0,2,-1,-1,-1,269051000,14424000,234000,283709000
923,1,dt,5,5,10000,9,1,1,0.111111,1,1,5,5,45491000,17561000,169000,63221000
924,1,dt,5,5,10000,91,36,0.604396,0,2,2,5,5,42776000,33155000,318000,76249000
925,1,dt,5,5,10000,200,0,1,0,2,2,5,5,41802000,19881000,189000,61872000
926,1,dt,5,5,10000,89,0,1,0,2,2,5,5,42161000,19762000,169000,62092000
927,1,dt,5,5,10000,3,3,0,0,2,4,5,5,88400000,27485000,334000,116219000
928,1,dt,5,5,10000,206,0,1,0,1,1,5,5,42388000,19185000,196000,61769000
929,1,dt,5,5,10000,1,1,0,0,1,-1,-1,-1,133437000,22338000,312000,156087000
930,1,dt,5,5,10000,1,1,0,0,1,4,5,5,132007000,32805000,369000,165181000
931,1,dt,5,5,10000,2,2,0,0,1,2,5,5,87266000,200903000,261000,288430000
932,1,dt,5,5,10000,1,1,0,0,2,-1,-1,-1,88610000,14334000,221000,103165000
933,1,dt,5,5,10000,2,2,0,0,1,-1,-1,-1,332484000,29090000,424000,361998000
934,1,dt,5,5,10000,501,0,1,0,2,2,5,5,42398000,18008000,158000,60564000
935,1,dt,5,5,10000,1,1,0,0,2,-1,-1,-1,133020000,22487000,331000,155838000
936,1,dt,5,5,10000,1,1,0,0,1,-1,-1,-1,179073000,30913000,486000,210472000
937,1,dt,5,5,10000,2,2,0,0,1,-1,-1,-1,135687000,22738000,326000,158751000
938,1,dt,5,5,10000,1,1,0,0,2,-1,-1,-1,133356000,22069000,288000,155713000
939,1,dt,5,5,10000,2,2,0,0,1,3,5,5,131271000,32504000,351000,164126000
940,1,dt,5,20,100,1,1,0,0,13,-1,-1,-1,5069000,730000,402000,6201000
941,1,dt,5,20,100,2,2,0,0,12,-1,-1,-1,5581000,921000,514000,7016000
942,1,dt,5,20,100,6,0,1,0,9,9,5,5,923000,289000,155000,1367000
943,1,dt,5,20,100,2,0,1,0,6,6,5,5,883000,260000,142000,1285000
944,1,dt,5,20,100,1,1,0,0,9,-1,-1,-1,6304000,1080000,509000,7893000
945,1,dt,5,20,100,1,1,0,0,12,-1,-1,-1,5490000,860000,437000,6787000
946,1,dt,5,20,100,1,1,0,0,11,19,5,5,6211000,1111000,590000,7912000
947,1,dt,5,20,100,2,0,1,0,7,7,5,5,859000,335000,175000,1369000
948,1,dt,5,20,100,1,1,0,0,13,-1,-1,-1,3966000,744000,394000,5104000
949,1,dt,5,20,100,2,2,0,0,13,-1,-1,-1,4798000,736000,402000,5936000
950,1,dt,5,20,100,7,7,0,0,9,-1,-1,-1,6668000,1103000,582000,8353000
951,1,dt,5,20,100,2,2,0,0,12,-1,-1,-1,4683000,759000,387000,5829000
952,1,dt,5,20,100,2,2,0,0,8,-1,-1,-1,8574000,1478000,803000,10855000
953,1,dt,5,20,100,1,1,0,0,6,7,5,5,1562000,369000,208000,2139000
954,1,dt,5,20,100,4,0,1,0,11,11,5,5,1113000,253000,147000,1513000
955,1,dt,5,20,100,4,4,0,0,8,-1,-1,-1,6762000,1207000,631000,8600000
956,1,dt,5,20,100,4,1,0.75,0,11,11,5,5,940000,302000,148000,1390000
957,1,dt,5,20,100,9,0,1,0,12,12,5,5,713000,338000,160000,1211000
958,1,dt,5,20,100,7,1,0.857143,0,6,6,5,5,1021000,276000,143000,1440000
959,1,dt,5,20,100,11,1,0.909091,0,6,6,5,5,931000,327000,141000,1399000
960,1,dt,5,20,500,5,0,1,0,6,6,5,5,2548000,865000,154000,3567000
961,1,dt,5,20,500,28,0,1,0,13,13,5,5,2827000,888000,153000,3868000
962,1,dt,5,20,500,13,0,1,0,7,7,5,5,2492000,926000,164000,3582000
963,1,dt,5,20,500,3,3,0,0,11,-1,-1,-1,19850000,3247000,621000,23718000
964,1,dt,5,20,500,2,3,0,0.5,9,19,5,5,20111000,4375000,873000,25359000
965,1,dt,5,20,500,15,15,0,0,6,15,5,5,19917000,3848000,720000,24485000
966,1,dt,5,20,500,10,11,0,0.1,6,8,5,5,7428000,1781000,331000,9540000
967,1,dt,5,20,500,2,2,0,0,10,15,5,5,15507000,3139000,537000,19183000
968,1,dt,5,20,500,73,0,1,0,11,11,5,5,2636000,977000,190000,3803000
969,1,dt,5,20,500,10,0,1,0,13,13,5,5,2616000,956000,212000,3784000
970,1,dt,5,20,500,13,1,1,0.0769231,13,13,5,5,2515000,961000,176000,3652000
971,1,dt,5,20,500,4,0,1,0,10,10,5,5,2715000,922000,189000,3826000
972,1,dt,5,20,500,21,0,1,0,13,13,5,5,2408000,1088000,163000,3659000
973,1,dt,5,20,500,1,1,0,0,6,-1,-1,-1,25072000,4265000,875000,30212000
974,1,dt,5,20,500,1,1,0,0,13,-1,-1,-1,15231000,2484000,482000,18197000
975,1,dt,5,20,500,35,35,0,0,10,15,5,5,12665000,2885000,524000,16074000
976,1,dt,5,20,500,2,2,0,0,12,-1,-1,-1,19928000,3301000,629000,23858000
977,1,dt,5,20,500,15,15,0,0,13,14,5,5,4551000,1319000,304000,6174000
978,1,dt,5,20,500,1,1,0,0,13,-1,-1,-1,261381000,2601000,526000,264508000
979,1,dt,5,20,500,2,2,0,0,6,17,5,5,24718000,4551000,894000,30163000
980,1,dt,5,20,1000,12,1,0.916667,0,6,6,5,5,4433000,1751000,157000,6341000
981,1,dt,5,20,1000,7,7,0,0,12,-1,-1,-1,23000000,3972000,470000,27442000
982,1,dt,5,20,1000,1,1,0,0,13,15,5,5,9339000,2510000,260000,12109000
983,1,dt,5,20,1000,59,0,1,0,8,8,5,5,4504000,1746000,156000,6406000
984,1,dt,5,20,1000,1,1,0,0,13,19,5,5,23554000,4775000,570000,28899000
985,1,dt,5,20,1000,1,3,0,2,11,18,5,5,27333000,5885000,760000,33978000
986,1,dt,5,20,1000,1,1,0,0,9,10,5,5,4480000,1999000,223000,6702000
987,1,dt,5,20,1000,67,67,0,0,9,12,5,5,18384000,4049000,428000,22861000
988,1,dt,5,20,1000,1,1,0,0,6,12,5,5,27237000,5757000,688000,33682000
989,1,dt,5,20,1000,11,11,0,0,11,-1,-1,-1,42847000,6904000,814000,50565000
990,1,dt,5,20,1000,7,7,0,0,6,11,5,5,20652000,4096000,453000,25201000
991,1,dt,5,20,1000,40,1,1,0.025,8,8,5,5,4267000,1653000,146000,6066000
992,1,dt,5,20,1000,40,0,1,0,12,12,5,5,4597000,1774000,145000,6516000
993,1,dt,5,20,1000,1,2,0,1,11,19,5,5,32621000,6530000,800000,39951000
994,1,dt,5,20,1000,25,0,1,0,12,12,5,5,4702000,1718000,142000,6562000
995,1,dt,5,20,1000,51,8,1,0.156863,6,6,5,5,4612000,2104000,176000,6892000
996,1,dt,5,20,1000,1,1,0,0,9,12,5,5,13602000,3446000,400000,17448000
997,1,dt,5,20,1000,44,1,1,0.0227273,11,11,5,5,4506000,1804000,167000,6477000
998,1,dt,5,20,1000,1,1,0,0,13,-1,-1,-1,33524000,5210000,620000,39354000
999,1,dt,5,20,1000,1,1,0,0,13,18,5,5,23422000,4991000,545000,28958000
1000,1,dt,5,20,5000,1,1,0,0,9,16,5,5,157599000,33117000,732000,191448000
1001,1,dt,5,20,5000,1,1,0,0,11,-1,-1,-1,152249000,26828000,703000,179780000
1002,1,dt,5,20,5000,83,84,0,0.0120482,6,11,5,5,297808000,24230000,553000,322591000
1003,1,dt,5,20,5000,1,2,0,1,9,11,5,5,66997000,16082000,370000,83449000
1004,1,dt,5,20,5000,505,505,0,0,7,9,5,5,66274000,16473000,404000,83151000
1005,1,dt,5,20,5000,13,13,0,0,8,10,5,5,65624000,19338000,514000,85476000
1006,1,dt,5,20,5000,1,1,0,0,7,-1,-1,-1,496336000,44876000,1208000,542420000
1007,1,dt,5,20,5000,255,4,0.984314,0,9,9,5,5,19880000,9628000,234000,29742000
1008,1,dt,5,20,5000,264,0,1,0,6,6,5,5,21346000,8675000,229000,30250000
1009,1,dt,5,20,5000,3,3,0,0,6,13,5,5,428638000,41316000,1043000,470997000
1010,1,dt,5,20,5000,5,5,0,0,7,16,5,5,222736000,43036000,1077000,266849000
1011,1,dt,5,20,5000,81,81,0,0,12,-1,-1,-1,179381000,29084000,746000,209211000
1012,1,dt,5,20,5000,83,0,1,0,13,13,5,5,21737000,9111000,168000,31016000
1013,1,dt,5,20,5000,1,1,0,0,11,-1,-1,-1,158051000,25140000,676000,183867000
1014,1,dt,5,20,5000,38,0,1,0,7,7,5,5,21083000,8352000,172000,29607000
1015,1,dt,5,20,5000,37,38,0,0.027027,8,11,5,5,88344000,19390000,461000,108195000
1016,1,dt,5,20,5000,1,1,0,0,7,-1,-1,-1,458812000,42882000,1149000,502843000
1017,1,dt,5,20,5000,1,1,0,0,6,19,5,5,391411000,42428000,1070000,434909000
1018,1,dt,5,20,5000,1,1,0,0,9,14,5,5,135087000,26928000,670000,162685000
1019,1,dt,5,20,5000,1,2,0,1,11,16,5,5,134655000,27841000,696000,163192000
1020,1,dt,5,20,10000,559,0,1,0,10,10,5,5,49369000,22058000,188000,71615000
